2021-08-19 16:38:23.572 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:38:23.574 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - 更新数据的条目数为:1
2021-08-19 16:38:23.648 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:38:23.651 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - 更新数据的条目数为:1
2021-08-19 16:38:23.696 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:38:23.698 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是5
2021-08-19 16:39:07.702 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - 查看到的结果是1
2021-08-19 16:39:07.750 [http-nio-8888-exec-8] INFO  com.course.controller.UserManager - 查看到的结果是0
2021-08-19 16:39:07.787 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:39:07.789 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2021-08-19 16:39:07.843 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:39:07.845 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2021-08-19 16:39:07.880 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:39:07.883 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - 更新数据的条目数为:1
2021-08-19 16:39:07.954 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:39:07.956 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - 更新数据的条目数为:1
2021-08-19 16:39:08.004 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2021-08-19 16:39:08.006 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是4
2021-08-19 16:39:49.421 [Thread-6] INFO  o.s.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b7cc17c: startup date [Thu Aug 19 14:29:13 CST 2021]; root of context hierarchy
2021-08-19 16:39:49.423 [Thread-6] INFO  org.springframework.context.support.DefaultLifecycleProcessor - Stopping beans in phase 2147483647
2021-08-19 16:39:49.423 [Thread-6] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
